Investigador,Nombre del proyecto,Tipo,Inicio,Año de inicio,Duración,Fin,Año de finalización,Resumen,Palabras,Área,Sectores 
BILMA ADELA FLORIDO CUELLAR,"Polinizadores y Agroecosistemas: Evaluación ecológica, económica y social del servicio ecosistémico de polinización en cultivos de mango (Mangifera indica) del departamento del Tolima",Tipo de proyecto: Investigación y desarrollo,Octubre 2022,2022,,,," La polinización entomófila, representa uno de los servicios ecosistémicos (SE) de regulación más importantes a nivel global. Este proceso bioecológico suministrado por los insectos, es reconocido como apoyo a la seguridad alimentaria, la diversificación de la alimentación, la nutrición humana (y de otros animales) y se asocia con la fluctuación de precios de los alimentos. Sin embargo, en la actualidad, este SE está sometido a presión por múltiples factores antropogénicos como destrucción del hábitat y prácticas agrícolas insostenibles, tales como la intensificación y cambios de uso del suelo, así como el uso indebido de plaguicidas. Se realizará la evaluación ecológica, económica y social de la polinización en cultivos de mango (Mangifera indica) del departamento del Tolima, en áreas tradicionalmente de mayor en producción, de los municipios de Guamo, San Luis y Espinal. Se utilizarán metodologías estandarizadas para cuantificar económicamente, la polinización, como un SE de regulación clave para nuestra supervivencia.",,,
Natalie Charlotte Cortés Rendón,Análisis de interacciones fisicoquímicas presentadas entre aditivos y rellenos inorgánicos en una dispersión acuosa,Tipo de proyecto: Investigación y desarrollo,Abril 2008,2008, 24,Noviembre 2009,2009,,,,
Natalie Charlotte Cortés Rendón,Gal Discovery: Identificación de potenciales inhibidores de la acetilcolinesterasa a partir de derivados de galantamina o alcaloides de Amarillidaceas nativas fortaleciendo el descubrimiento de nuevos fármacos a partir de la biodiversidad colombiana,Tipo de proyecto: Investigación y desarrollo,Noviembre 2021,2021,,,,,,,
Natalie Charlotte Cortés Rendón,"Gal Biofactory- Desarrollo de una biofábrica para la obtención de galantamina a partir del diseño racional in silico usando datos -OMICOS, como estrategia de producción biotecnológica de alcaloides",Tipo de proyecto: Investigación y desarrollo,Noviembre 2021,2021,,,,,,,
Natalie Charlotte Cortés Rendón,Implementación de un sistema de acuaponía para la experimentación y el emprendimiento a escala familiar,Tipo de proyecto: Investigación y desarrollo,Enero 2022,2022,,,,,,,
Natalie Charlotte Cortés Rendón,Alcaloides de Amaryllidaceae con actividad neuroprotectora como productos naturales potenciales en el tratamiento de la enfermedad de Alzheimer,Tipo de proyecto: Investigación y desarrollo,Septiembre 2011,2011, 24,Septiembre 2013,2013,,,,
Natalie Charlotte Cortés Rendón,"Contenido de metabolitos como criterio de calidad en Rosmarinus officinalis, Thymus vulgaris, Matricaria  chamomilla, Cynnara scolymus, Calendula officinalis, Taraxacum officinale y Mentha piperita, provenientes  del oriente antioqueño",Tipo de proyecto: Investigación y desarrollo,Junio 2011,2011,,Junio 2012,2012,,,,
Natalie Charlotte Cortés Rendón,Evaluación de la actividad diurética de Hypochaeris radicata,Tipo de proyecto: Investigación y desarrollo,Junio 2012,2012,,Diciembre 2013,2013,,,,
Natalie Charlotte Cortés Rendón,Moléculas líderes a partir de la quimiodiversidad natural: estudio integrado de los alcaloides de Amaryllidaceae como potenciales neuroprotectores,Tipo de proyecto: Investigación y desarrollo,Septiembre 2013,2013,,Septiembre 2016,2016,,,,
Natalie Charlotte Cortés Rendón,Rastreo biodirigido de moléculas anticancerígenas inspiradas en productos naturales: Un enfoque integrado y aplicado a las especies de Amaryllidaceae,Tipo de proyecto: Investigación y desarrollo,Octubre 2018,2018,, Fin: Octubre,ubre,,,,
Natalie Charlotte Cortés Rendón,Amaryllidaceae del Tolima: fuente inexplorada de alcaloides para el tratamiento de la enfermedad de Alzheimer,Tipo de proyecto: Investigación y desarrollo,Julio 2020,2020,,,,,,,
Natalie Charlotte Cortés Rendón,Comparación interpoblacional e intersexual de las funciones biomecánicas y propiedades toxicológicas de Phoneutria boliviensis (Aranae: Ctenidae) como respuesta a dieta variable y condición de estrés,Tipo de proyecto: Investigación y desarrollo,Agosto 2020,2020,,,,,,,
Carlos Eduardo Beltran Reyes,Estudio y análisis de patrones colorimetricos en Catlteya trianae tipo y todas las variedades concolor,Tipo de proyecto: Investigación y desarrollo,Enero 2015,2015,,Diciembre 2016,2016," Estudio y Análisis de patrones colorimetricos en Cattleya trianae tipo y todas las variedades concolor del Dpto del Tolima,mediante técnica de procesamiento de imágenes y reconocimiento de patrones.",,,
Carlos Eduardo Beltran Reyes,"Orquídeas del cañón del Combeima, Departamento del Tolima. Determinación de sus índices de diversidad y florística",Tipo de proyecto: Investigación y desarrollo,Julio 2018,2018,,,,,,,
Luz Esther  González REYES,CRECIMIENTO Y CARACTERIZACIÓN DE UNA MULTICAPA FOTÓNICA COMPUESTA POR MATERIALES FERROELECTRICO/SUPERCONDUCTOR Y SU APLICACIÓN COMO DISPOSITIVO OPTOELECTRÓNICO.,Tipo de proyecto: Investigación y desarrollo,Enero 2019,2019,,,," El presente proyecto de investigación propone el crecimiento y caracterización de una heteroestructura fotónica que puede estar compuesta de bicapas de materiales ferroeléctricos (BaTiO 3/BiFeO3) con una capa de defecto de material superconductor (YBa2Cu3O7) o de capas alternadas ferroeléctrico/superconductor; con el fin de estudiar sus propiedades estructurales, morfológicas y en particular, estudiar la respuesta óptica a la transmisión de luz en el rango visible e infrarrojo cercano. El proyecto incluye el análisis teórico de la fenomenología de este tipo de materiales y cristales fotónicos, con propiedades prometedoras para ser implementados como dispositivos fotónicos y optoelectrónicos en el campo de las tecnologías cuánticas y las comunicaciones ópticas.",,,
Luz Esther  González REYES,Aplicación de heteroestructuras compuestas por material ferroeléctrico y superconductor en circuitos fotónicos cuánticos integrados.,Tipo de proyecto: Investigación y desarrollo,Julio 2019,2019,,Diciembre 2020,2020,,,,
Luz Esther  González REYES,DISEÑO E IMPLEMENTACIÓN DE FILTROS ÓPTICOS BASADOS EN CRISTALES FOTÓNICOS PARA LA TRANSMISIÓN DE INFORMACIÓN A TEMPERATURAS CRIOGÉNICAS,Tipo de proyecto: Investigación y desarrollo,Febrero 2021,2021,,,,,,,
Tatiana Hernández Cifuentes,La lectura y la escritura como estrategias de formación ciudadana en algunas instituciones educativas de Ibagué,Tipo de proyecto: Investigación y desarrollo,Enero 2019,2019,,,," La propuesta de investigación que se presenta a continuación se encuentra enmarcada en el contexto político, social y económico que está atravesando Colombia luego de la firma de los acuerdos en La Habana, dado que este nuevo escenario supone cambios y transformaciones en todas y cada una de las estructuras que han permanecido casi invariables en el país durante más de seis décadas. La necesidad de transformar el tejido social y cultural de la Nación plantea un reto enorme que se debe construir desde la Educación, en tanto que es allí desde donde se deben ajustar los cambios que permitirán incorporar nuevas formas de vivir, expresar, comprender y reflexionar el país. Es importante conocer la historia para evitar repetirla, pero es fundamental también dar un paso hacia adelante para inventar otro futuro en el cual todos quepan y esto supone la integración de nuevos modelos de enseñanza y aprendizaje, orientados a la formación de ciudadanos comprometidos y responsables con su entorno. La presente propuesta de investigación se desarrolla a partir de tres etapas: una documental, una etnográfica y una aplicada; tiene como objetivo principal, identificar y comprender cómo los procesos de lectura y escritura responden a las necesidades de formación ciudadana de los estudiantes, en un contexto de post-acuerdo al interior de algunas instituciones educativas de Ibagué. En primer lugar es necesario hacer una revisión documental del material que desde el gobierno se ha generado con el fin de dar a conocer el acuerdo; en este proceso será fundamental también conocer los textos dirigidos a los colegios, particularmente las cartillas que orientan la Cátedra de paz y dado que el enfoque está orientado a la formación ciudadana, es obligatorio conocer de qué manera se implementan los estándares en ciudadanía y lengua materna que el Ministerio de Educación Nacional entrega a las instituciones educativas. Con la información obtenida será posible construir una base desde donde se pueda contrastar lo que está en el papel, lo que ocurre en el currículo y lo que piensan los miembros de la comunidad educativa. En segundo lugar se realizarán entrevistas a directivos y profesores, y encuestas y, de ser posible, grupos focales con padres de familia, sobre cómo creen ellos que se está implementando en la institución toda la información sobre los acuerdos, cómo se está articulando con los estándares y si consideran que las estrategias pedagógicas y didácticas contribuyen a la formación ciudadana. Estos resultados serán valiosos porque permitirán observar de primera mano, la conexión o desconexión entre lo que sucede y lo que se cree que sucede. Por último, luego de contrastar la información que se obtuvo en las etapas previas, se propone trabajar con los profesores nuevas estrategias para desarrollar la formación ciudadana e integral de los más jóvenes, a partir del diseño e implementación de talleres teórico prácticos, desde los cuales se pueda reflexionar sobre la epistemología, la didáctica y la pedagogía.",,,
Tatiana Hernández Cifuentes,Diagnóstico de los planes de internacionalización de las empresas del sector de biocombustibles en el departamento del Tolima y el acompañamiento de las instituciones de promoción,Tipo de proyecto: Investigación y desarrollo,Julio 2014,2014,,Julio 2015,2015,,,,
Tatiana Hernández Cifuentes,Imaginarios urbanos Ibagué - Ibagué imaginada,Tipo de proyecto: Investigación y desarrollo,Julio 2015,2015,,Diciembre 2018,2018,,,,
Tatiana Hernández Cifuentes,La Evaluación de la Promoción Pública de la  Internacionalización: Implicaciones sobre las Empresas Exportadoras en el departamento del Tolima.,Tipo de proyecto: Investigación y desarrollo,Enero 2017,2017,,Julio 2018,2018,,,,
Tatiana Hernández Cifuentes,Transformación de las prácticas de trato poscosecha de la guanábana para fortalecer identidad local y comercialización,Tipo de proyecto: Investigación y desarrollo,Enero 2017,2017,,,,,,,
Tatiana Hernández Cifuentes,Integration level analysis of Information Technologies as support of service logistics: An approach from Accommodation Sector in Tolima Colombia,Tipo de proyecto: Investigación y desarrollo,Febrero 2019,2019,,,," Companies worldwide have recognized Information Technologies (IT) as an ally to carry out not only those activities needed to connect them with external stakeholders alongside their supply chains but also its internal operations. Accommodation Sector is not immune to this situation. However, academic research has been focused on externalization processes instead of the logistics required to provide a service and its integration of IT. On the other hand, the geographical location of Tolima at the center of the country is conceived as a comparative advantage; for this reason, one of the government objectives is to promote tourism in the region, in such a way that it stops being a transit corridor and becomes a destination one. Considering the previous scenarios, this project pretends to do a characterization of logistics demanded for offering accommodation services. Simultaneously, a systematic search will be made to identify IT used worldwide in the accommodation sector. Then, through empirical data, the level of IT integration in regional accommodation sector will be analyzed. T, a set of recommendations will be given to contribute to technological development of the sector at the region of Tolima.",,,
Tatiana Hernández Cifuentes,Actualización estratégica del  Clúster de Turismo (Ibagué-Tolima),Tipo de proyecto: Investigación y desarrollo,Enero 2019,2019,,,,,,,
Luz Adriana Sánchez Echeverri,Desarrollo de un sistema automatizado y de control remoto vía internet para un reactor monoevaporador de arco pulsado,Tipo de proyecto: Extensión y responsabilidad social CTI,Enero 2004,2004,,,," diseño de un sist ema de control y monitoreo automático, para un re- actor monoevaporador, el cual permite manejar las variables propias de pr oceso de recubrimiento por la técnica PAPVD por arco pulsado, para el cu al la medida de variab les como: presión, tempe- ratura, flujo de gases, velocida d de rotación del porta muestra y voltaje bias, son muy importantes en la evaluacion de los resultados del proceso. La automatización de este sistema permite lograr al- tos desempeños en la producción de recubrimientos, tales como la disminución en los tiempos de producción y la supervisión constante de las variab les a través del software. Además este permite mejorar las características propias del recubrimie nto, como son la adherencia, micro gotas entre otras. Para la automatización del sistema se desa rrollo una interfase grafica en LabVIEW que per- mite tener control directo sobre cada una de las va riables y establecer los valores y/o parámetros a la cual se quiere llevar el sistema antes y después de realizar la descarga",,,
Luz Adriana Sánchez Echeverri,Influencia de las condiciones de manejo y operación del grano de cacao artesanal en los atributos de calidad del licor de cacao,Tipo de proyecto: Investigación y desarrollo,Julio 2020,2020,,,," Unos de los principales problemas de la agricultura colombiana es su baja productividad, incidiendo de forma directa en la disminución de la competitividad a nivel nacional y mundial. A nivel de cultivo, las principales causas de esta baja productividad son las limitaciones tecnológicas y el alto precio de los insumos, en especial los fertilizantes. A este difícil panorama se ha añadido también el aumento de la variabilidad climática interanual que afecta los niveles de producción, lo que ha incrementado la vulnerabilidad económica de los productores agrícolas. Esta problemática no es ajena a los productores de cacao del Tolima, afectando en mayor proporción a los pequeños productores, lo que se traduce en una economía precaria e inestable que repercute negativamente en los ingresos de los habitantes rurales. Esta precariedad también implica una deficiente inserción del sector agropecuario en el resto de la economía nacional, ahondando así los desequilibrios regionales, dada la importancia que aún mantienen estas actividades en la economía del Tolima (tercer lugar en el PIB). Los principales productores de cacao en Colombia y en el Tolima son pequeños y medianos agricultores cuyos cultivos son poco tecnificados. Por otro lado, las características agroecológicas y el material genético que se dispone en Colombia favorecen la obtención de cacaos finos y de aroma; sin embargo, para aprovechar estas ventajas, hay que consolidar la creación de oportunidades productivas que hagan de este sector una actividad más competitiva, tanto en el mercado nacional como en el internacional. Dentro de estas alternativas para la mejora en el cultivo se encuentra la incorporación de fertilizantes en el proceso de riego (fertiriego), el cual podría contribuir no solo a mejorar la productividad mediante un uso eficiente de los recursos sino también la calidad del producto. Adicional a los factores que intervienen en el manejo de cultivo, existen también limitaciones tecnológicas, de capacitación, y culturales en las labores de poscosecha y de transformación del cacao. Esto se ve reflejado en la comercialización del cacao por parte de los pequeños productores en la región, la cual es predominante en fresco (cacao con mucílago) o grano crudo (luego de ser fermentado y seco al sol). Tan sólo un número muy pequeño de los productores se proyecta hasta la etapa de producción del licor de cacao con el fin promover la generación de valor agregado e incrementar la competitividad de esta cadena productiva. Trabajar por obtener un producto final de calidad es una de las estrategias contempladas en la presente propuesta con el fin de incrementar la competitividad de esta cadena productiva. La propuesta no solo se proyecta hacia la evaluación de la calidad de cacao en grano, sino que también contempla una etapa de transformación adicional que promueva el desarrollo de un producto elaborado como lo es el licor de cacao. En este contexto y como parte de un trabajo conjunto entre la Universidad y la comunidad, la actual propuesta pretende homogenizar los procesos productivos para la transformación de cacao en el corregimiento de San Bernardo ubicado al nororiente de Ibagué, con el fin de evaluar el efecto de condiciones de manejo y operación del grano de cacao y su relación con la calidad del licor que se produce de manera artesanal en la Corporación Turística de San Bernardo ¿ Corposanbernardo (CSB).",,,
Luz Adriana Sánchez Echeverri,Comprender y mitigar el impacto COVID-19 en los pequeños agricultores del Cañón del Combeima (Tolima-Colombia),Tipo de proyecto: Extensión y responsabilidad social CTI,Junio 2020,2020,, Fin: Junio,unio,,,,
Luz Adriana Sánchez Echeverri,Biodiseño: una oportunidad para mejorar el manejo de la enfermedad cardiovascular en el Tolima,Tipo de proyecto: Investigación y desarrollo,Noviembre 2021,2021,,,," Las enfermedades no transmisibles (ENT) se convierten en una presión para los sistemas de salud y a su vez para los diferentes gobiernos debido a que, su tratamiento y manejo es costoso. Estas enfermedades son de difícil diagnóstico en etapas tempranas y en aquellos casos que se diagnostican existe una alta probabilidad de que no se tenga acceso al tratamiento lo que conlleva a no controlar con éxito la enfermedad a largo plazo. Para esto, hemos generado una alianza entre el grupo de investigación de la Universidad de los Andes y los grupos de investigación de la facultad de Ingeniería de la Universidad de Ibagué para aplicar la metodología del biodiseño y del diseño racional de soluciones clínicas basado en la interacción y la evaluación de problemáticas y necesidades en la clínica Medicadiz. Esta metodología, inicialmente diseñada en la universidad de Standford, ha sido adaptada al contexto colombiano e implementada con éxito previamente entre la Universidad de los Andes y la Fundación Cardioinfantil en Bogotá. En este sentido, se desea trasladar y adaptar esta metodología de biodiseño a las necesidades y capacidades regionales del Tolima, para que puedan ejecutarse las soluciones con el apoyo y el potencial técnico y científico tanto de la Universidad de Ibagué como de la Universidad de los Andes. El éxito de esta metodología depende de la colaboración permanente con los profesionales de la salud, quien junto con los ingenieros se convierten en codesarrolladores de las tecnologías y en las principales fuentes de validación con los usuarios reales.",,,
Luz Adriana Sánchez Echeverri,CARACTERIZACIÓN QUÍMICA COMPOSICIONAL EN EL RESIDUO (TAMO) DE DIFERENTES VARIEDADES  DE ARROZ EN EL  MUNICIPIO DE IBAGUÈ,Tipo de proyecto: Investigación y desarrollo,Agosto 2011,2011, 12,Septiembre 2012,2012," Este proyecto tiene como objetivo realizar una caracterización fisicoquimica del Tamo de arroz (uno de los principales residuos de la cosecha de arroz), para determinar según sus características, su uso en diferentes áreas y así reducir su utilización como combustible lo cual genera un daño directo al medio ambiente. Además, al encontrar una aplicación para este residuo se genera un valor agregado para los cultivadores de arroz.",,,
Luz Adriana Sánchez Echeverri,Utilización de fibras orgánicas (fique y Guadua) en compuestos de matriz polimérica para aplicaciones de impacto,Tipo de proyecto: Investigación y desarrollo,Julio 2011,2011,,Julio 2013,2013,,,,
Luz Adriana Sánchez Echeverri,"Diseño de una unidad didáctica para la enseñanza y el aprendizaje del tema Movimiento Oscilatorio desde la articulación de los conceptos físicos, el modelamiento matemático y sus aplicaciones",Tipo de proyecto: Extensión y responsabilidad social CTI,Junio 2014,2014,,,," Desarrollar una unidad didáctica para la enseñanza y el aprendizaje del tema Movimiento  Oscilatorio desde la articulación de los  conceptos físicos, el modelamiento matemático y sus aplicaciones. Se pretende cumplir los siguientes objetivos específicos 1.	Identificar las ideas previas de los estudiantes en relación al movimiento oscilatorio. 2.	Diseñar las actividades de aprendizaje del tema movimiento oscilatorio que pueda desarrollarse conjuntamente en los cursos de ecuaciones diferenciales y física ondulatoria. 3.	Implementar la unidad didáctica con los estudiantes de los cursos de física II y ecuaciones diferenciales de la UAM y la UNAB 4.	Evaluar el impacto de dicha unidad en el desempeño de los estudiantes a través del análisis de los resultados de  los procesos de evaluación implementados.",,,
Luz Adriana Sánchez Echeverri,CARACTERIZACION FISICOQUÍMICA Y NUTRIMENTAL DE HIBRIDOS DE MAIZ AZUL MONSANTO,Tipo de proyecto: Investigación y desarrollo,Agosto 2009,2009,,Junio 2010,2010, Evaluar la potencialidad de usos de híbridos de maíz MONSANTO mediante pruebas fisicoquímicas,,,
Luz Adriana Sánchez Echeverri,CARACTERIZACÓN QUIMICA COMPOSICIONAL DE CUATRO VARIEDADES DE GUADUA ANGUSTIFOLIA KUNTH Y SU CORRELACION CON LAS PROPIEDADES MECANICAS,Tipo de proyecto: Investigación y desarrollo,Agosto 2007,2007,,Agosto 2010,2010," El objetivo de este proyecto de investigación es realizar un completo análisis de la composición química de cuatro variedades de Guadua Angustifolia Kunth (variedades:  Cebolla, Macana, Rayada amarilla y Castilla) y relacionar esta composición química con su respuesta mecánica; para así proveer un completo conocimiento de esta planta y para que pueda ser aprovechada al máximo, no solo en el área de construcción sino también en las diferentes áreas en donde el bamboo asiático ya ha sido implementado, como es el caso de la industria papelera y textil",,,
Luz Adriana Sánchez Echeverri,Effect of alkaline treatments of Guadua fibres on flexural strength of cement composite boards,Tipo de proyecto: Investigación y desarrollo,Agosto 2014,2014,,Abril 2020,2020," The need to establish alternatives that replace asbestos in fibre cement compounds has motivated the present research. In this work cement composite boards (CCB) were manufactured with local materials: Guadua Angustifolia Kunth fibres and Portland cement type I. Guadua fibres apart from to be a local source, they exhibit higher mechanical properties compared with other vegetable fibres widely used in CCB.  These fibres were chemical and mechanically pretreated.  In order to compare the effect on the flexural strength on CCB due to two chemical treatments, Kraft and Calcium hydroxide treatments were applied. Kraft treatment has been widely used for CCB; on the other hand, Calcium hydroxide treatment appears as an alternative treatment, which has been used as delignification treatment; however, it is no fully studied in the manufacture of CCB. The mechanical treatment was based on the refining process used in the paper industry. The adequate treatments parameters were selected based on flexural strength in CCB at 7, 28, and 180 days of curing. Once defined each treatments parameters, CCB were manufactured and structural, morphological, mechanical and thermal properties were evaluated at 7, 14 and 28 days of curing. It is important to pointed out that in this work mechanical properties were evaluated during the cement hydration period; nonetheless, there exists other ways to evaluate mechanical properties and the durability of fibres in cement matrix, these two topics are not into the scope of this thesis. This work proposed a mechanism to understand how chemical and mechanical treatments on fibres improve mechanical response of CCB; this mechanism was based on the fibre changes after pre-treatments, the microscopic and macroscopic changes during curing time of CCB¿s reinforced with treated fibres",,,
Luz Adriana Sánchez Echeverri,Implementación y formación en el uso de deshidratadores solares para empoderar a las mujeres rurales en el marco del posconflicto,Tipo de proyecto: Investigación y desarrollo,Julio 2019,2019,,Diciembre 2020,2020," El proyecto tiene como objetivo promover la implementación de nuevas tecnologías para la deshidratación de frutas a través de deshidratación solar. La comunidad de impacto es la hacienda la miel ubicado en el kilómetro 16 de la vía Ibagué. Los actores principales del proyecto son la empresa AKIS Research International (España), Campus Iberus (conglomerado de universidades españolas) y la Universidad de Ibagué. La propuesta es construir, capacitar y hacer seguimiento a las actividades requeridas para dar valor agregado a los productos que se cultivan en el territorio a través de la deshidratación solar. El proceso de transformación de las materias primas en fresco a un producto deshidratado se realizará con la participación de mujeres que viven en la misma comunidad.",,,
Luz Adriana Sánchez Echeverri,Evaluación de subproductos de cosecha y transformación de agrocadenas priorizadas en el Tolima para la obtención de materiales de construcción. Caso Arroz y Café,Tipo de proyecto: Investigación y desarrollo,Agosto 2020,2020,,,," El posicionamiento temprano en la generación de materias primas multifuncionales derivadas de subproductos de cadenas agrícolas con amplio rango de aplicación en la obtención de materiales para construcción, permitirá obtener alternativas a las materias primas críticas no renovables como el petróleo. Éstos desarrollos son elementos clave en la futura economía de cualquier país. Para poder llevar a cabo este posicionamiento, es necesario identificar y evaluar los residuos de cosecha y transformación que puedan tener el potencial de ser usados en la fabricación nuevos materiales, y después de ser identificados determinar cuál debe ser su procesamiento con el objetivo de ser usados como materia prima en el desarrollo de materiales para la construcción.",,,
Nyckyiret florez barreto,El aprendizaje basado en problemas ABP aplicado a las ecuaciones diferenciales,Tipo de proyecto: Investigación y desarrollo,Enero 2006,2006,,,,,,,
Nyckyiret florez barreto,La Montaña Rusa en el aprendizaje del concepto de limite,Tipo de proyecto: Investigación y desarrollo,Agosto 2008,2008, 12,Mayo 2009,2009," El trabajo se desarrollará en la asignatura Calculo 1, en los programas de Ingeniería de la Universidad de Ibague, se preseta una serie de preguntas acerca del concepto de limite y la relación con velocidad, movimiento, aceleración y sus diferentes aplicaciones, hasta llegar, a través de un estudio juicioso de los estudiantes, a la cinemática y dinámica de la Montaña Rusa. Esta atracción mecánica presenta intrinsecamente todo un manejo matemático y físico bien importante que en primera instancia podria pasar inadvertido para los estudiantes, inicialmente se dará a conocer el diseño de varias montañas rusas explicando someramente el actuar de la fisica y la matemática en este movimiento, los docentes a través del desarrollo de la asignatura presentaran los conocimientos pertinentes de limites, orientando a los estudiantes en la solución de preguntas",,,
Nyckyiret florez barreto,Desarrollo de competencias genéricas para el acceso y permanencia en la educación superior dirigido a estudiantes de educación media del colegio Hermann Gmeiner de la ciudad de Ibagué,Tipo de proyecto: Investigación y desarrollo,Agosto 2011,2011, 12,Diciembre 2013,2013,,,,
Nyckyiret florez barreto,Integración de Ludo Aprendizaje y REDA para la formacion de ingenieros en un curso de Ciencias Basicas,Tipo de proyecto: Investigación y desarrollo,Julio 2016,2016,,Marzo 2018,2018," Este artículo presenta avances de un proyecto de investigación interdisciplinar, con el cual se pretende la realización de un estudio, identificación y análisis de necesidades acerca del uso de ludoaprendizaje, las estrategias pedagógicas asociadas y su valoración e impacto en la formación de estudiantes de ingeniería. Inicialmente, se elaboró un diagnóstico de cómo son las cosas en el salón de clases, por qué son así, si podrían ser de manera distinta;  reunir datos de cómo se desarrollan los procesos, valoración de la docencia, e identificar otros caminos para mejorar los procedimientos, independientemente de la evaluación docente en la Universidad de Ibagué. Se profundizó también en aspectos de información personal y actitudes de los estudiantes. Los resultados han proporcionado importantes elementos de juicio que fundamentan la intervención con procesos educativos lúdicos y recursos digitales abiertos.",,,
Nyckyiret florez barreto,Aprendizaje logrado y competencias previas exigidas en las pasantías y practicas profesionales,Tipo de proyecto: Investigación y desarrollo,Agosto 2020,2020,,,," El comité de investigaciones de la Red de Lectura y Escritura en Educación Superior (Redlees) de la Asociación Colombiana de Universidades (ASCUN) adelantara, a través de un convenio de participación entre la Asociación y el Instituto Tecnológico y de Estudios Superiores de Monterrey (TEC de Monterrey), una investigación de corte mixto y multi caso cuyo objetivo es: Caracterizar los aprendizajes y competencias previas requeridas por diversos entornos laborales en los que realizan las practicas profesionales estudiantes de distintos programas universitarios. Esta iniciativa  tiene el propósito de aportar insumos para las discusiones curriculares que permanentemente se llevan a cabo en los programas universitarios, desde el conocimiento de los aprendizajes que logran los estudiantes en sus pasantías o practicas profesionales y las competencias previas que estos entornos laborales les exigen. Esto sin duda, permitirá una mejor articulación entre IES y el mundo laboral de sus egresados. Con esta nueva indagación se espera identificar otras competencias de central importancia para desempeñarse en el entorno del trabajo, tan trascendentales como la lectura y la escritura, que tendrían incidencia en los perfiles de egreso de los programas y, por supuesto, en los aprendizajes y practicas durante su desarrollo",,,
Natalia Andrea Salazar Camacho,"Diseño, documentación e implementación del Sistema de Gestión de la Calidad para el aseguramiento de la calidad analítica en el Laboratorio de Química de la Universidad de Ibagué basado en la norma ISO/IEC 17025.",Tipo de proyecto: Investigación y desarrollo,Junio 2008,2008, 12,Junio 2009,2009,,,,
Natalia Andrea Salazar Camacho,Productividad y competitividad fruticola andina,"Tipo de proyecto: Investigación, desarrollo e Innovación",Julio 2017,2017,,,," Este proyecto busca incrementar la productividad y competitividad de las cadenas frutícolas del aguacate, pasifloráceas y cítricos mediante acciones coordinadas entre productores, transformadores, comercializadores, e instituciones académicas. De esta forma se desarrollarán y validarán innovaciones que permitan la intensificación sostenible de la fruticultura andina en el contexto del cambio climático, para así mejorar la calidad y vida útil de frutas frescas y sus derivados. Este es una segunda fase de un proyecto financiado por FONTAGRO ¿Modelo de plataforma para el aprovechamiento integral, adición de valor y competitividad de frutales comerciales andinos¿ (FTG/RF-1330-RG). Este proyecto facilitó la creación de una plataforma público-privada que mejoró la intensificación sostenible de la fruticultura andina y su vinculación al mercado. El proyecto desarrollará un plan de trabajo en cuatro componentes, que incluyen: (1) desarrollo de tecnologías para los sistemas de producción frutícolas; (2) tecnologías agroalimentarias y desarrollo de productos; (3) análisis tecno-económicos del impacto, y (4) extensión rural, transferencia tecnológica, difusión y productos académicos. Con la implementación del plan de trabajo se espera alcanzar los siguientes resultados: a) el establecimiento de la línea base, seguimiento de balance hídrico y de nutrientes, huella de carbono; b) puesta en marcha de equipos de medida y granjas con instalaciones de riego; c) desarrollo de un sistema web SIG de espacialización de algunas zonas productoras; d) caracterización y seguimiento de la calidad de la oferta de fruta por zona; e) propuestas de aprovechamiento integral de la biomasa generada mediante esquemas de biorefinerías. Esta CT contempla una estrategia de comunicación interna y externa para facilitar el flujo de información y divulgación de resultados a todos los actores de la cadena frutícola.",,,
Natalia Andrea Salazar Camacho,Implementación y formación en el uso de deshidratadores solares para empoderar a las  mujeres de zonas rurales en el marco del posconflicto,Tipo de proyecto: Investigación y desarrollo,Octubre 2019,2019,,,," El proyecto tiene como objetivo promover la implementación de nuevas tecnologías para la deshidratación de frutas a través de deshidratación solar. La comunidad de impacto es la hacienda la miel ubicado en el kilómetro 16 de la vía Ibagué. Los actores principales del proyecto son la empresa AKIS Research International (España), Campus Iberus (conglomerado de universidades españolas) y la Universidad de Ibagué.",,,
