Investigador,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
Hernán Javier   Herrera  Suárez,Estados de superficie y estados resonantes del Pd (111),Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, ALBERTO RUBIO PONCE, RITO DANIEL OLGIN MELO",  Colombia, UNIVERSIDAD FRANCISCO DE PAULA SANTANDER, http://dx.doi.org/10.22463/0122820X.1324, 0122-820X,Respuestas,2018, 23, 1, 13, 18,"Estados de superficie,",,
Hernán Javier   Herrera  Suárez,Electronic band structure of the Pt(1 1 1) surface: An ab initio and tight-binding study ¿ I,Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, RITO DANIEL OLGIN MELO, ALBERTO RUBIO PONCE",  Alemania, Elsevier Science Bv,, 0927-0256,Computational Materials Science,2012, 56, 1, 141, 146,,,
Hernán Javier   Herrera  Suárez,Electronic band structure of platinum low¿index surfaces: an ab initio and tight¿binding study. II,Artículo - Publicado en revista especializada,HERNAN JAVIER HERRERA SUAREZ,  México, Unam Universidad Nacional Autonoma De Mexico,, 0035-001X,Revista Mexicana de Fisica,2012, 58, 1, 46, 54,,,
Hernán Javier   Herrera  Suárez,"Reply to 'Comment on ""Two blocks connected by a string with variable tension: a dynamic case""",Artículo - Publicado en revista especializada,HERNAN JAVIER HERRERA SUAREZ,  Reino Unido, Kunming Institute of Physics, 10.1088/1361-6552/abd10c, 0031-9120,Physics Education,2021, 56, 2, 028003, 028009,,,
Hernán Javier   Herrera  Suárez,Two blocks connected by a string with variable tension: a dynamic case,Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, JOSE HERMAN MUNOZ NUNGO, MAXIMILIANO MACHADO HIGUERA",  Reino Unido, Kunming Institute of Physics, 10.1088/1361-6552/ab9956, 0031-9120,Physics Education,2020, 55, 5, 055022, 055027,"tracker,",,
Hernán Javier   Herrera  Suárez,Estructura electrónica de superficies: estados de superficie y estados resonantes del Calcio,Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, CESAR MORA LEY",  México, Unam Universidad Nacional Autonoma De Mexico,, 0035-001X,Revista Mexicana de Fisica,2006, 52, 6, 534, 539,"teoria de la estructura del cristal,",,"Educación - Educación superior,"
Hernán Javier   Herrera  Suárez,"Bandas de energía, origen y consecuencias",Artículo - Publicado en revista especializada,HERNAN JAVIER HERRERA SUAREZ,  México, Instituto Politécnico Nacional,  http://dx.doi.org/10.1119/1.2895684, 1870-9095,Latin-American Journal Of Physics Education,2007, 1, 1, 89, 94,,,"Educación - Educación superior,"
Hernán Javier   Herrera  Suárez,Effect of giant electric fields on the optical properties of GaN quantum wells.,Artículo - Publicado en revista especializada,HERNAN JAVIER HERRERA SUAREZ,  México, Unam Universidad Nacional Autonoma De Mexico,, 0035-001X,Revista Mexicana de Fisica,2007, 53, 4, 303, 306,,,"Educación - Educación superior,"
Hernán Javier   Herrera  Suárez,Electronic band structure of silver low-index surfaces: a tight-binding study,Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, RITO DANIEL OLGIN MELO, ALBERTO RUBIO PONCE",  Canadá, NRC Research Press, 10.1139/cjp-2019-0218, 1208-6045,Canadian Journal of Physics,2020, 98, 5, 488, 496,,,
Hernán Javier   Herrera  Suárez,Low interface states and high dielectric constant Y2O3 films on Si,Artículo - Publicado en revista especializada,HERNAN JAVIER HERRERA SUAREZ,  Francia, AIP (American Institute of Physics) Press,, 1071-1023,Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures,2006, 24, 4, 1873, 1877,,,
Hernán Javier   Herrera  Suárez,SYMMETRY IN THE SYSTEM OF TWO BLOCKS CONNECTED BY A STRING WITH VARIABLE TENSION,Artículo - Publicado en revista especializada,"HERNAN JAVIER HERRERA SUAREZ, JOSE HERMAN MUNOZ NUNGO, DAVID BENITEZ MOJICA",  Cuba, Universidad de La Habana,, 0253-9268,Revista Cubana de Fisica,2019, 36, 2, 139, 143,,,
Carlos Antonio Jacanamejoy Jamioy,Unified Mathematical Formulation of Monogenic Phase Congruency,Artículo - Publicado en revista especializada,"MANUEL GUILLERMO FORERO VARGAS, CARLOS ANTONIO JACANAMEJOY JAMIOY", , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/math9233080, 2227-7390,Mathematics,2021, 9, N/A, 3080, 3096,"Congruencia de fase,",,
Carlos Antonio Jacanamejoy Jamioy,Improvement of the Turajlic Method for the Estimation of Gaussian Noise in Images,Artículo - Publicado en revista especializada,"MANUEL GUILLERMO FORERO VARGAS, CARLOS ANTONIO JACANAMEJOY JAMIOY", , Springer-Verlag London Ltd., 10.1007/978-3-030-49076-8_11, 0302-9743,Lecture Notes In Computer Science,2020, 12088, , 108, 117,,,
Carlos Antonio Jacanamejoy Jamioy,A Single-Phase Transformer-Based Cascaded Asymmetric Multilevel Inverter With Balanced Power Distribution,Artículo - Publicado en revista especializada,"CARLOS ANTONIO JACANAMEJOY JAMIOY, DIEGO FERNANDO SALAZAR D ANTONIO, OSWALDO LOPEZ SANTOS, LUIS MARTINEZ SALAMERO", , Ieee Inst Electrical Electronics Engineers Inc, 10.1109/ACCESS.2019.2930230, 2169-3536,IEEE Access,2019, 7, ,  98182, 98196,,,
Carlos Antonio Jacanamejoy Jamioy,Image Feature Detection Based on Phase Congruency by Monogenic Filters with New Noise Estimation,Artículo - Publicado en revista especializada,"CARLOS ANTONIO JACANAMEJOY JAMIOY, MANUEL GUILLERMO FORERO VARGAS, NOHORA MENESES CASAS", , Springer-Verlag London Ltd., 10.1007/978-3-030-31332-6_50, 0302-9743,Lecture Notes In Computer Science,2019, 11867, , 577, 588,,,
Carlos Antonio Jacanamejoy Jamioy,A Note on the Phase Congruence Method in Image Analysis,Artículo - Publicado en revista especializada,"MANUEL GUILLERMO FORERO VARGAS, CARLOS ANTONIO JACANAMEJOY JAMIOY", , Springer-Verlag London Ltd., 10.1007/978-3-030-13469-3_45, 0302-9743,Lecture Notes In Computer Science,2019, 11401, N/A, 384, 391,,,
Alexander Cortés Soto,Tunneling and ferroelectric properties of SRO/PZT/Pt capacitor structures,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, WILSON LOPERA, JAIME OSORIO, EDUARDO DELGADO MARULANDA, PEDRO ANTONIO PRIETO PULIDO, JAIME ALBERTO OSORIO VELEZ, WILSON LOPERA MUNOZ",  Colombia, Wiley-V C H Verlag Gmbh,, 0370-1972,Physica Status Solidi (B): Basic Research,2005, 242, 9, 1902, 1905,"ferroelectric,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,"Estudio de la nucleación y el crecimiento de películas delgadas ferroelétricas de Pb(Zr,Ti)O3/Pt/TiO2/SiO2/Si por microscopia de fuerza atómica",Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, WILSON LOPERA, HENRY RIASCOS",  Colombia,,, 0,Revista Colombiana de Fisica,2003, 35, 2, 446, 449,"Ferroelectricos,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Curvas características I-V en condensadores ferroeléctricos de PZT,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, WILSON LOPERA",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2005, 37, 1, 237, 240,"condensadores ferroeléctricos,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Empleo de un sistema basado en el efecto Kerr (MOKE) para el estudio de películas magnéticas,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, E SALAZAR, DIEGO ARIAS, O GUZMAN, A BERGER, WILSON LOPERA, VICTOR H CALLE, CARLOS CALLE",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2006, 38, 1, 37, 40,"Efecto Kerr,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Escalamiento dinámico y cinética de rugosidad en películas delgadas de PZT/Si (100),Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, MARIA ELENA GOMEZ, WILSON LOPERA, JUAN GABRIEL RAMIREZ",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2006, 38, 1, 113, 117,"Escalamiento Dinámico,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Correlación entre estados de enlace de plomo y oxigeno con las propiedades ferroeléctricas de películas delgadas de PZT,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, WILSON LOPERA",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2006, 38, 1, 121, 124,"Enegía de Enlace,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Conducción Electrónica a Través de Estructuras Capacitivas de SrTiO3+Nb/Pb Crecidas Sobre Substratos de SrTiO3 Dopados con Nb,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, WILSON LOPERA",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2007, 39, 1, 107, 110,"condensadores ferroeléctricos,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Magneto-optical Kerr effect in NiZn derrite films of variable thickness,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, DIEGO ARIAS, O GUZMAN, AMINTA MENDOZA, WILSON LOPERA, VICTOR H CALLE, CARLOS CALLE, PEDRO ANTONIO PRIETO PULIDO, GLADYS AMINTA MENDOZA BARON, WILSON LOPERA MUNOZ",  Estados Unidos, Elsevier Science Bv,, 0921-4526,Physica B: Condensed Matter,2006, 384, 1, 103, 105,"MOKE,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,current voltage characteristics of capacitor structures based on PZT thin films grown on Nb-doped SrTiO3 substrates,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, WILSON LOPERA",  Alemania, Wiley-VCH Verlag Berlin GmbH,, 1610-1634,Physica Status Solidi C,2007, 4, 11, 4081, 4086,"ferroelectric,",,"Desarrollo de nuevos materiales,"
Alexander Cortés Soto,Sr2YSbO6 as a buffer layer for YBa2Cu3O7−δ superconducting films,Artículo - Publicado en revista especializada,ALEXANDER CORTES SOTO,  Estados Unidos, Springer Netherlands,, 0022-2461,Journal of Materials Science,2011, 46, 3, 688, 692,,,
Alexander Cortés Soto,"Coffee plantation soil characterization using a multi-method approach near the Volcano Nevado del Ruiz, Colombian Central Cordillera",Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, JUAN SEBASTIAN TRUJILLO HERNANDEZ",  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, 10.15446/esrj.v25n3.79170, 2339-3459,Earth Sciences Research Journal,2021, 25, 3, 263, 273,,,
Alexander Cortés Soto,Conducción Electrónica a través de estructuras capacitivas SrTiO3+Nb/Pb(Zr0.52Ti0.48)O3/Ag Crecidas sobre substratos de SrTiO3 dopados con Nb,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, EDUARDO DELGADO, PEDRO PRIETO, WILSON LOPERA",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2007, 39, 1, 107, 110,"Ferroelectricos,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Alexander Cortés Soto,Synthesis of new BLnZT nanostructured ferroelectric thin films,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, EDUARDO DELGADO, PEDRO PRIETO, EDUARDO DELGADO MARULANDA, CARLOS EDUARDO OSTOS ORTIZ",  Brasil, Springer Netherlands,, 0103-9733,Brazilian Journal of Physics,2006, 36, 3, 1062, 165,"Multiferroics materials,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Alexander Cortés Soto,"Magnetic, Structural and Morphological Study of LaCoO3 Thin Films",Artículo - Publicado en revista especializada,"DAVID REYES, ALEXANDER CORTES SOTO, WILSON LOPERA",  Venezuela,,, 1297-1308,Revista Latinoamericana De Metalurgia Y Materiales,2009, S1, 3, 1051, 1054,"Thermal Transpor Properties,",,
Alexander Cortés Soto,Scaling laws in PZT films grown on Si (001) and Nb-doped SrTiO3 (001) substrates,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, WILSON LOPERA, MARIA ELENA GOMEZ, MARIA ELENA GOMEZ DE PRIETO",  Brasil, Springer Netherlands,, 0103-9733,Brazilian Journal of Physics,2006, 36, 3, 1066, 1069,"ferroelectric,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Alexander Cortés Soto,Obtención y Caracterización de Nuevas Películas Delgadas Ferroeléctricas,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, PEDRO PRIETO, EDUARDO DELGADO, CARLOS OSTOS",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2006, 38, 3, 1114, 1117,"multiferroicos,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Alexander Cortés Soto,Analysis of hysteresis Measurements in epitaxial SRO-PZT-PT Capacitor Structures,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, WILSON LOPERA, PEDRO PRIETO, EDUARDO DELGADO",  Estados Unidos, Gordon and Breach Science Publishers,, 0015-0193,Ferroelectrics,2006, 335, 8, 233, 240,"capacitor structures,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Alexander Cortés Soto,Medidas magnéticas y estructurales de LaCoO3,Artículo - Publicado en revista especializada,ALEXANDER CORTES SOTO,  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2009, 41, 3, 616, 618,"Caracterización eléctrica,",,
Alexander Cortés Soto,Processing and characterization of Nd2Fe14B microparticles prepared by surfactant-assisted ball milling,Artículo - Publicado en revista especializada,ALEXANDER CORTES SOTO,  Alemania, Springer-Verlag London Ltd., 10.1007/s00339-018-1977-7, 0947-8396,Applied Physics A: Materials Science and Processing,2018, 124, 564, ,,,,
Alexander Cortés Soto,Thermal Transport Measurements of LaCoO3 and SrTiO3,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, JUAN SEBASTIAN TRUJILLO HERNANDEZ, JEFERSON FERNANDO PIAMBA JIMENEZ, WILSON LOPERA MUNOZ, PEDRO ANTONIO PRIETO PULIDO",  Suiza, Springer Netherlands, 10.1007/s10948-018-4840-3, 1557-1939,Journal of Superconductivity and Novel Magnetism,2019, 31, N/A, 1, 4,"Transición de Espín,",,
Luz Patricia Naranjo Riano,Photoluminescence from germanate glasses containing silicon nanocrystals and erbium ions,Artículo - Publicado en revista especializada,"DIEGO S DA SILVA, LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB",  Alemania, Springer-Verlag London Ltd.,, 1432-0649,Applied Physics B: Lasers and Optics,2012, 106, N/A, 1015, 1018,"glasses,",,
Luz Patricia Naranjo Riano,Optical properties of B2O3-CaF2 glass-ceramics doped with silver nanoparticles and praseodymium ions,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB",  Países Bajos, Elsevier Science Bv, 10.1016/j.jlumin.2021.118225, 0022-2313,Journal of Luminescence,2021, 238, , 118225, 118230,"Pr 3+ ions,",,
Luz Patricia Naranjo Riano,Aumento de la luminiscencia del Bi3+ y Pb2+ en vidrios de metales pesados que contienen nanoparticulas de plata,Artículo - Publicado en revista especializada,LUZ PATRICIA NARANJO RIANO,  Venezuela, Ediciones Universidad Simón Bolívar,, 0255-6952,Revista Latinoamericana De Metalurgia Y Materiales,2009, 29, S1, 395, 399,"luminescence,",,
Luz Patricia Naranjo Riano,Growth of metallic Ag nanoparticles in fluoroborate glasses doped with rare earth ions and their optical characterization,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB, PETRUS SANTA CRUZ",  Venezuela, Proceedings Of Spie The International Society For Optical Engineering,, 0277-786X,"Proceedings Of Spie, The International Society For Optical Engineering",2004, 5622, 5622, 551, 555,"glasses,",,"Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos,"
Luz Patricia Naranjo Riano,Enhancement of Pr3+ luminescence in PbO¿GeO2 glasses containing,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB, PETRUS SANTA CRUZ",  Estados Unidos, AIP (American Institute of Physics) Press,, 0003-6951,Applied Physics Letters,2005, 87, , 24191, 24191,"glasses,",,"Desarrollo de nuevos materiales,"
Luz Patricia Naranjo Riano,Luminescence Enhacencement of Pb2+ ions in TeO2-PbO-GeO2,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB",  Estados Unidos, AIP (American Institute of Physics) Press,, 0021-8979,Journal of Applied Physics,2006, 99, 99, 12352, 12356,"glasses,",,
Luz Patricia Naranjo Riano,Investigation of the debye temperature and optical potencial of the CdTe (110) and InSb (110) surfaces by LEED,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, VAGNER EUSTAQUIO DE CARVALHO, E A SOARES",  Reino Unido, Institute of Physics Publishing (IOP),, 0953-8984,Journal of Physics Condensed Matter,1993, 5, , A205, A206,"Debye,",,"Desarrollo de nuevos materiales,"
Luz Patricia Naranjo Riano,Determinación del potencial optico y la temperatura de Debye para la superficie (110) del CdTe,Artículo - Publicado en revista especializada,"LUZ PATRICIA NARANJO RIANO, VAGNER EUSTAQUIO DE CARVALHO",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,1995, 27, 2, 383, 711,"Debye,",,"Desarrollo de nuevos materiales,"
Luz Patricia Naranjo Riano,Enhanced blue photoluminescence of B2O3-CaF2 glass-ceramics containing silver nanoparticles,Artículo - Publicado en revista especializada,LUZ PATRICIA NARANJO RIANO,  Estados Unidos, Elsevier Bv, 10.1016/j.jallcom.2018.03.159, 0925-8388,Journal of Alloys and Compounds,2018, 749, N/A, 40, 43,,,
Lida Marcela Franco Pérez,Anidamiento comunal en Octodon degus (RODENTIA): implicancias sobre la formación de jerarquías entre hembras,Artículo - Corto (Resumen),LIDA MARCELA FRANCO PEREZ,  Chile, BioMed Central Ltd.,, 0716-9760,Biological Research,2005, 38, 2-3, R56, R56,,,
Lida Marcela Franco Pérez,Papel del anidamiento comunal en el ahorro energético durante la hibernación en el monito de monte (Dromiciops gliroides),Artículo - Corto (Resumen),LIDA MARCELA FRANCO PEREZ,  Chile, BioMed Central Ltd.,, 0716-9760,Biological Research,2011, 54, A, R3, R3,,,
Lida Marcela Franco Pérez,"The effects of poly-unsaturated fatty acids on the physiology of hibernation in a South American marsupial, Dromiciops gliroides",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos,, DOI: 10.1016/j.cbpa.2014.07.004, 1096-4940,"Comparative Biochemistry And Physiology. Part A, Physiology",2014, 177, N/A, 62, 69,,,
Lida Marcela Franco Pérez,"Thermoregulatory capacities and torpor in the South American marsupial, Dromiciops gliroides",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Inglaterra, Jai-Elsevier Ltd, DOI: 10.1016/j.jtherbio.2014.07.003, 0306-4565,Journal of Thermal Biology,2014, 45, N/A, 1, 8,,,
Lida Marcela Franco Pérez,Bioenergetics and intestinal phenotypic flexibility in the microbiotherid marsupial (Dromiciops gliroides) from the temperate forest in South America,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos,, 10.1016/j.cbpa.2011.05.014, 1096-4940,"Comparative Biochemistry And Physiology. Part A, Physiology",2011, 160, N/A, 117, 124,,,
Lida Marcela Franco Pérez,Ecological consistency across space: a synthesis of the ecological aspects of Dromiciops gliroides in Argentina and Chile,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Alemania, Springer-Verlag London Ltd., 10.1007/s00114-012-0969-210.1007/s00114-012-0969-2, 0028-1042,Die Naturwissenschaften,2012, 99, 11, 873, 881,,,
Lida Marcela Franco Pérez,Repeatability of energy metabolism and resistance to dehydration in the invasive slug Limax maximus.,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos, Wiley-VCH Verlag Berlin GmbH, 10.1111/j.1744-7410.2011.00255.x, 1077-8306,Invertebrate Biology,2012, 131, 1, 11, 18,,,
Lida Marcela Franco Pérez,Profound changes in blood parameters during torpor in a South American marsupial.,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos,, 10.1016/j.cbpa.2013.07.010., 1096-4940,"Comparative Biochemistry And Physiology. Part A, Physiology",2013, 166, 2, 338, 342,,,
Lida Marcela Franco Pérez,"Aerobic power, huddling and the efficiency of torpor in the South American marsupial, Dromiciops gliroides",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos, The Company of Biologists Ltd., doi: 10.1242/bio.20122790, 2046-6390,Biology Open,2012, 1, N/A, 1178, 1184,,,
Lida Marcela Franco Pérez,"Communal nesting, activity patterns and population characteristics in the near threatened monito del monte (Dromiciops gliroides)",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos, Oxford University Press (UK), 10.1644/10-MAMM-A-256.1, 0022-2372,Journal of Mammalogy,2011, 92, 5, 994, 1004,,,
Lida Marcela Franco Pérez,"Prey selection and trophic position of Southern River otter (Lontra provocax) in the wetland ¿Santuario de la Naturaleza Carlos Adwandter¿, Southern Chile",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Corea del Sur, The Otter Specialist Group,, 1023-9030,IUCN/SCC Otter Specialist Group Bulletin,2011, 28, A, 86, 96,,,
Lida Marcela Franco Pérez,Hardening of the national flower of Colombia and threatened species Cattleya trianae (Orchidaceae) obtained from in vitro culture with previous invigoration phase,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Colombia,,, 1823-3902,Journal Of Tropical Biology And Conservation,2007, 55, 2, 681, 691,,,
Lida Marcela Franco Pérez,"Trophic interactions of the endangered Southern river otter (Lontra provocax) and a Chilean Ramsar wetland inferred from prey sampling, faecal analysis, and stable isotopes",Artículo - Publicado en revista especializada,"GIOVANY GUEVARA CARDONA, LIDA MARCELA FRANCO PEREZ",  Colombia, Springer-Verlag London Ltd., 10.1007/s00114-013-1027-4, 0028-1042,Die Naturwissenschaften,2013, 100, 4, 299, 310,,,
Lida Marcela Franco Pérez,Whole-animal metabolic rate is a repeatable trait: a meta analysis,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos,, 10.1242/jeb.02780, 2248-9215,European Journal Of Experimental Biology,2007, 210, N/A, 2000, 2005,,,
Lida Marcela Franco Pérez,Aporte para el análisis de ecosistemas fluviales: una visión desde ambientes ribereños,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Colombia, Unilibros Universidad Nacional,, 1909-4841,Tumbaga,2008, 3, N/A, 159, 177,,,
Lida Marcela Franco Pérez,Distribución de la nutria de río Sudamericana Lontra provocax en el humedal Santuario de la Naturaleza Carlos Adwanter¿ y sus tributarios,Artículo - Corto (Resumen),LIDA MARCELA FRANCO PEREZ,  Chile, BioMed Central Ltd.,, 0716-9760,Biological Research,2007, 40, A, R127, R127,,,
Lida Marcela Franco Pérez,La Importancia de diferentes conductas de marcaje de territorio en machos de Octodon degus (Rodentia).,Artículo - Corto (Resumen),LIDA MARCELA FRANCO PEREZ,  Chile, BioMed Central Ltd.,, 0716-9760,Biological Research,2005, 38, 2-3, R55, R55,,,
Lida Marcela Franco Pérez,Deciphering the diet of a wandering spider (Phoneutria boliviensis; Araneae: Ctenidae) by DNA metabarcoding of gut contents,Artículo - Publicado en revista especializada,"LIDA MARCELA FRANCO PEREZ, DIEGO SIERRA RAMIREZ, CARLOS PRADA QUIROGA, JUAN CARLOS VALENZUELA ROJAS, JULIO CESAR GONZALEZ GOMEZ, GIOVANY GUEVARA CARDONA",  Inglaterra, Wiley-VCH Verlag Berlin GmbH, 10.1002/ece3.7320, 2045-7758,Ecology and Evolution,2021, 11, 11, 5950, 5965,,,
Lida Marcela Franco Pérez,The effect of temperature on candidate gene expression in the brain of honey bee Apis mellifera (Hymenoptera: Apidae) workers exposed to neonicotinoid imidacloprid,Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos, Jai-Elsevier Ltd, 10.1016/j.jtherbio.2020.102696, 0306-4565,Journal of Thermal Biology,2020, 93, , 102696, 102697,,,
Lida Marcela Franco Pérez,Effects of residual doses of neonicotinoid (imidacloprid) on metabolic rate of queen honey bees Apis mellifera (Hymenoptera: Apidae),Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ, , Springer-Verlag London Ltd., 10.1007/s13592-020-00787-w, 0044-8435,Apidologie,2020, 51, , 1091, 1099,"Insecticides,",,
Lida Marcela Franco Pérez,Distribution and habitat use intensity of the neotropical otter (Lontra longicaudis) in a Colombian hydroelectric dam,Artículo - Publicado en revista especializada,"LIDA MARCELA FRANCO PEREZ, GIOVANY GUEVARA CARDONA, SERGIO ALEJANDRO BALAGUERA REINA",  Costa Rica, Editorial De La Universidad De Costa Rica, 10.15517/RBT.V68IS2.44348, 0034-7744,Revista de Biologia Tropical,2020, 68, 2, 177, 189,,,
Lida Marcela Franco Pérez,"Leptin levels, seasonality and thermal acclimation in the Microbiotherid marsupial Dromiciops gliroides: Does photoperiod play a role?",Artículo - Publicado en revista especializada,LIDA MARCELA FRANCO PEREZ,  Estados Unidos,, http://dx.doi.org/10.1016/j.cbpa.2016.09.025, 1096-4940,"Comparative Biochemistry And Physiology. Part A, Physiology",2017, 203, N/A, 233, 240,,,
Lida Marcela Franco Pérez,Sexual dimorphism in the biomechanical and toxicological performance in prey incapacitation of two morphologically distinct scorpion species (Chactas sp. and Centruroides sp.),Artículo - Publicado en revista especializada,"LUIS FERNANDO GARCIA HERNANDEZ, LIDA MARCELA FRANCO PEREZ, JUAN CARLOS VALENZUELA ROJAS, JULIO CESAR GONZALEZ GOMEZ, GIOVANY GUEVARA CARDONA",  Inglaterra, Oxford University Press (UK), 10.1093/biolinnean/blz146, 1095-8312,Biological Journal of the Linnean Society,2020, 129, , 190, 198,"Scorpions,",,
Lida Marcela Franco Pérez,"Notes on the feeding habits of a wandering spider, Phoneutria boliviensis (Arachnida: Ctenidae)",Artículo - Publicado en revista especializada,"LIDA MARCELA FRANCO PEREZ, GIOVANY GUEVARA CARDONA, JUAN CARLOS VALENZUELA ROJAS, JULIO CESAR GONZALEZ GOMEZ, LUIS FERNANDO GARCIA HERNANDEZ",  Estados Unidos, American Arachnological Society, 10.1636/0161-8202-48.1.43, 0161-8202,Journal of Arachnology,2020, 48, 43, 43, 48,"generalist,",,
Lida Marcela Franco Pérez,"Prey and Venom Eficacy of Male and Female Wandering Spider, Phoneutria boliviensis (Araneae: Ctenidae)",Artículo - Publicado en revista especializada,"LIDA MARCELA FRANCO PEREZ, JULIO CESAR GONZALEZ GOMEZ, GIOVANY GUEVARA CARDONA, JUAN CARLOS VALENZUELA ROJAS, LUIS FERNANDO GARCIA HERNANDEZ",  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/toxins11110622, 2072-6651,Toxins,2019, 622, N/A, 622, 634,"LD50,",,
